metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,13.0,15.0,16.0,13.0,15.0,7.0,10.0,14.0,15.0,4.0,1.0
