metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,38.0,34.0,30.0,45.0,34.0,31.0,39.0,43.0,35.0,31.0,37.0,30.0
Inventory Days,56.0,48.0,45.0,56.0,48.0,35.0,32.0,30.0,31.0,44.0,40.0,42.0
Days Payable,146.0,152.0,173.0,200.0,177.0,177.0,221.0,180.0,224.0,214.0,185.0,248.0
Cash Conversion Cycle,-51.0,-70.0,-98.0,-100.0,-95.0,-111.0,-150.0,-108.0,-158.0,-138.0,-108.0,-176.0
Working Capital Days,-30.0,-12.0,-11.0,-10.0,-10.0,-22.0,-38.0,-16.0,-25.0,-30.0,-17.0,-19.0
ROCE %,7.0,9.0,14.0,9.0,9.0,14.0,2.0,25.0,32.0,26.0,21.0,16.0
