metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,9.0,10.0,9.0,13.0,15.0,11.0,9.0,10.0,9.0,10.0,10.0,10.0
Inventory Days,39.0,39.0,47.0,43.0,48.0,43.0,56.0,59.0,47.0,47.0,44.0,45.0
Days Payable,56.0,58.0,50.0,60.0,64.0,56.0,64.0,54.0,55.0,63.0,61.0,63.0
Cash Conversion Cycle,-8.0,-9.0,5.0,-4.0,-1.0,-1.0,1.0,14.0,1.0,-6.0,-6.0,-7.0
Working Capital Days,-19.0,-13.0,21.0,14.0,21.0,-11.0,-24.0,-39.0,-56.0,-35.0,-27.0,0.0
ROCE %,28.0,36.0,27.0,21.0,27.0,24.0,24.0,15.0,16.0,28.0,36.0,33.0
