nse_symbol,status
BOSCHLTD,ok:calls_listed=15:downloaded=15:text_ok=15
BPCL,ok:calls_listed=9:downloaded=9:text_ok=9
BRIGADE,ok:calls_listed=16:downloaded=16:text_ok=16
BRITANNIA,ok:calls_listed=16:downloaded=16:text_ok=16
BSE,ok:calls_listed=18:downloaded=16:text_ok=16
BSOFT,ok:calls_listed=16:downloaded=16:text_ok=16
CAMPUS,ok:calls_listed=15:downloaded=15:text_ok=15
CAMS,ok:calls_listed=16:downloaded=16:text_ok=16
CANBK,ok:calls_listed=17:downloaded=17:text_ok=17
CANFINHOME,ok:calls_listed=17:downloaded=17:text_ok=17
CANHLIFE,ok:calls_listed=3:downloaded=3:text_ok=3
CAPILLARY,ok:calls_listed=2:downloaded=2:text_ok=2
CAPLIPOINT,ok:calls_listed=16:downloaded=16:text_ok=16
CARBORUNIV,ok:calls_listed=18:downloaded=17:text_ok=17
CARTRADE,ok:calls_listed=17:downloaded=17:text_ok=17
CASTROLIND,ok:calls_listed=16:downloaded=16:text_ok=16
CCAVENUE,ok:calls_listed=16:downloaded=16:text_ok=16
CCL,ok:calls_listed=20:downloaded=20:text_ok=20
CDSL,ok:calls_listed=17:downloaded=17:text_ok=17
CEATLTD,ok:calls_listed=14:downloaded=14:text_ok=14
CELLO,ok:calls_listed=11:downloaded=11:text_ok=11
CEMPRO,ok:calls_listed=16:downloaded=16:text_ok=16
CENTRALBK,ok:calls_listed=16:downloaded=16:text_ok=16
CENTURYPLY,ok:calls_listed=16:downloaded=16:text_ok=16
CERA,ok:calls_listed=16:downloaded=16:text_ok=16
CESC,no_concalls_listed
CGCL,ok:calls_listed=17:downloaded=17:text_ok=17
CGPOWER,ok:calls_listed=15:downloaded=4:text_ok=4
CHALET,ok:calls_listed=16:downloaded=16:text_ok=16
CHAMBLFERT,ok:calls_listed=16:downloaded=15:text_ok=15
CHENNPETRO,ok:calls_listed=3:downloaded=3:text_ok=3
CHOICEIN,ok:calls_listed=5:downloaded=5:text_ok=5
CHOLAFIN,ok:calls_listed=17:downloaded=14:text_ok=14
CHOLAHLDNG,ok:calls_listed=13:downloaded=7:text_ok=7
CIEINDIA,ok:calls_listed=17:downloaded=17:text_ok=17
CIPLA,ok:calls_listed=18:downloaded=18:text_ok=18
CLEAN,ok:calls_listed=16:downloaded=16:text_ok=16
CMSINFO,ok:calls_listed=16:downloaded=16:text_ok=16
COALINDIA,ok:calls_listed=4:downloaded=4:text_ok=4
COCHINSHIP,ok:calls_listed=6:downloaded=6:text_ok=6
COFORGE,ok:calls_listed=14:downloaded=14:text_ok=14
COHANCE,ok:calls_listed=21:downloaded=21:text_ok=21
COLPAL,ok:calls_listed=7:downloaded=7:text_ok=7
CONCOR,ok:calls_listed=14:downloaded=14:text_ok=14
CONCORDBIO,ok:calls_listed=13:downloaded=13:text_ok=13
COROMANDEL,ok:calls_listed=18:downloaded=18:text_ok=18
CORONA,ok:calls_listed=3:downloaded=3:text_ok=3
CPPLUS,ok:calls_listed=4:downloaded=4:text_ok=4
CRAFTSMAN,ok:calls_listed=17:downloaded=17:text_ok=17
CRAMC,ok:calls_listed=4:downloaded=4:text_ok=4
CREDITACC,ok:calls_listed=17:downloaded=17:text_ok=17
CRISIL,ok:calls_listed=4:downloaded=4:text_ok=4
CRIZAC,ok:calls_listed=4:downloaded=4:text_ok=4
CROMPTON,ok:calls_listed=16:downloaded=16:text_ok=16
CSBBANK,ok:calls_listed=17:downloaded=17:text_ok=17
CUB,ok:calls_listed=17:downloaded=16:text_ok=16
CUMMINSIND,ok:calls_listed=16:downloaded=16:text_ok=16
CUPID,ok:calls_listed=7:downloaded=7:text_ok=7
CYIENT,ok:calls_listed=22:downloaded=22:text_ok=22
DABUR,ok:calls_listed=16:downloaded=16:text_ok=16
DALBHARAT,ok:calls_listed=18:downloaded=18:text_ok=18
DATAMATICS,ok:calls_listed=16:downloaded=16:text_ok=16
DATAPATTNS,ok:calls_listed=16:downloaded=16:text_ok=16
DBL,ok:calls_listed=17:downloaded=17:text_ok=17
DBREALTY,no_concalls_listed
DCBBANK,ok:calls_listed=18:downloaded=18:text_ok=18
DCMSHRIRAM,ok:calls_listed=16:downloaded=15:text_ok=15
DEEPAKFERT,ok:calls_listed=16:downloaded=16:text_ok=16
DEEPAKNTR,ok:calls_listed=16:downloaded=14:text_ok=14
DELHIVERY,ok:calls_listed=16:downloaded=16:text_ok=16
DEVYANI,ok:calls_listed=17:downloaded=17:text_ok=17
DIACABS,no_concalls_listed
DIVISLAB,ok:calls_listed=17:downloaded=16:text_ok=16
DIXON,ok:calls_listed=16:downloaded=16:text_ok=16
DLF,ok:calls_listed=17:downloaded=16:text_ok=16
DMART,ok:calls_listed=6:downloaded=6:text_ok=6
DOMS,ok:calls_listed=10:downloaded=10:text_ok=10
DRREDDY,ok:calls_listed=18:downloaded=17:text_ok=17
DYNAMATECH,ok:calls_listed=2:downloaded=2:text_ok=2
ECLERX,ok:calls_listed=16:downloaded=16:text_ok=16
EDELWEISS,ok:calls_listed=12:downloaded=0:text_ok=0
EICHERMOT,ok:calls_listed=16:downloaded=16:text_ok=16
EIDPARRY,ok:calls_listed=16:downloaded=16:text_ok=16
EIEL,ok:calls_listed=7:downloaded=7:text_ok=7
EIHOTEL,ok:calls_listed=14:downloaded=14:text_ok=14
ELECON,ok:calls_listed=17:downloaded=17:text_ok=17
ELECTCAST,ok:calls_listed=17:downloaded=17:text_ok=17
ELGIEQUIP,ok:calls_listed=14:downloaded=14:text_ok=14
ELLEN,ok:calls_listed=4:downloaded=4:text_ok=4
EMAMILTD,ok:calls_listed=16:downloaded=16:text_ok=16
EMBDL,ok:calls_listed=3:downloaded=3:text_ok=3
EMCURE,ok:calls_listed=8:downloaded=8:text_ok=8
EMIL,ok:calls_listed=15:downloaded=15:text_ok=15
EMMVEE,ok:calls_listed=4:downloaded=4:text_ok=4
ENDURANCE,ok:calls_listed=16:downloaded=16:text_ok=16
ENGINERSIN,ok:calls_listed=16:downloaded=16:text_ok=16
ENRIN,ok:calls_listed=2:downloaded=2:text_ok=2
ENTERO,ok:calls_listed=11:downloaded=11:text_ok=11
EPL,ok:calls_listed=22:downloaded=21:text_ok=21
EQUITASBNK,ok:calls_listed=17:downloaded=16:text_ok=16
ERIS,ok:calls_listed=15:downloaded=15:text_ok=15
ESCORTS,ok:calls_listed=13:downloaded=11:text_ok=11
ETERNAL,ok:calls_listed=19:downloaded=19:text_ok=19
ETHOSLTD,ok:calls_listed=11:downloaded=11:text_ok=11
EUREKAFORB,ok:calls_listed=13:downloaded=13:text_ok=13
EXIDEIND,ok:calls_listed=9:downloaded=9:text_ok=9
FACT,no_concalls_listed
FEDERALBNK,ok:calls_listed=18:downloaded=17:text_ok=17
FEDFINA,ok:calls_listed=12:downloaded=12:text_ok=12
FIEMIND,ok:calls_listed=17:downloaded=15:text_ok=15
FINCABLES,ok:calls_listed=13:downloaded=9:text_ok=9
FINPIPE,ok:calls_listed=16:downloaded=14:text_ok=14
FIRSTCRY,ok:calls_listed=8:downloaded=8:text_ok=8
FIVESTAR,ok:calls_listed=16:downloaded=14:text_ok=14
FLUOROCHEM,ok:calls_listed=16:downloaded=16:text_ok=16
FORCEMOT,ok:calls_listed=1:downloaded=1:text_ok=1
FORTIS,ok:calls_listed=18:downloaded=18:text_ok=18
FSL,ok:calls_listed=16:downloaded=16:text_ok=16
GABRIEL,ok:calls_listed=18:downloaded=18:text_ok=18
GAEL,no_concalls_listed
GAIL,ok:calls_listed=11:downloaded=11:text_ok=11
GALLANTT,ok:calls_listed=1:downloaded=1:text_ok=1
GESHIP,ok:calls_listed=16:downloaded=16:text_ok=16
GHCL,ok:calls_listed=16:downloaded=16:text_ok=16
GICRE,ok:calls_listed=16:downloaded=16:text_ok=16
GILLETTE,ok:calls_listed=4:downloaded=3:text_ok=3
GLAND,ok:calls_listed=16:downloaded=16:text_ok=16
GLAXO,ok:calls_listed=11:downloaded=10:text_ok=10
GLENMARK,ok:calls_listed=17:downloaded=17:text_ok=17
GMDCLTD,ok:calls_listed=7:downloaded=7:text_ok=7
GMMPFAUDLR,ok:calls_listed=17:downloaded=17:text_ok=17
GMRAIRPORT,ok:calls_listed=14:downloaded=7:text_ok=7
GNFC,ok:calls_listed=15:downloaded=15:text_ok=15
GODFRYPHLP,no_concalls_listed
GODIGIT,ok:calls_listed=10:downloaded=9:text_ok=9
GODREJAGRO,ok:calls_listed=29:downloaded=29:text_ok=29
GODREJCP,ok:calls_listed=14:downloaded=9:text_ok=9
GODREJIND,no_recent_concalls
GODREJPROP,ok:calls_listed=16:downloaded=16:text_ok=16
GOKEX,ok:calls_listed=18:downloaded=15:text_ok=15
GOKULAGRO,no_concalls_listed
GPIL,ok:calls_listed=17:downloaded=17:text_ok=17
GPPL,ok:calls_listed=9:downloaded=6:text_ok=6
GRANULES,ok:calls_listed=17:downloaded=17:text_ok=17
GRAPHITE,no_concalls_listed
GRASIM,ok:calls_listed=16:downloaded=16:text_ok=16
GRAVITA,ok:calls_listed=18:downloaded=18:text_ok=18
GREAVESCOT,ok:calls_listed=16:downloaded=16:text_ok=16
GROWW,ok:calls_listed=4:downloaded=4:text_ok=4
GRSE,ok:calls_listed=16:downloaded=16:text_ok=16
GRWRHITECH,ok:calls_listed=13:downloaded=13:text_ok=13
GSFC,ok:calls_listed=13:downloaded=13:text_ok=13
HAL,ok:calls_listed=6:downloaded=6:text_ok=6
HAPPSTMNDS,ok:calls_listed=18:downloaded=18:text_ok=18
HAVELLS,ok:calls_listed=17:downloaded=17:text_ok=17
HBLENGINE,ok:calls_listed=1:downloaded=1:text_ok=1
HCC,ok:calls_listed=14:downloaded=13:text_ok=13
HCG,ok:calls_listed=15:downloaded=15:text_ok=15
HCLTECH,ok:calls_listed=18:downloaded=18:text_ok=18
HDBFS,ok:calls_listed=5:downloaded=4:text_ok=4
HDFCAMC,ok:calls_listed=17:downloaded=17:text_ok=17
HDFCBANK,ok:calls_listed=19:downloaded=17:text_ok=17
HDFCLIFE,ok:calls_listed=18:downloaded=18:text_ok=18
HEG,ok:calls_listed=18:downloaded=17:text_ok=17
HEMIPROP,no_concalls_listed
HERITGFOOD,ok:calls_listed=18:downloaded=18:text_ok=18
HEROMOTOCO,ok:calls_listed=17:downloaded=17:text_ok=17
HEXT,ok:calls_listed=7:downloaded=7:text_ok=7
HFCL,ok:calls_listed=17:downloaded=17:text_ok=17
HGINFRA,ok:calls_listed=16:downloaded=16:text_ok=16
HINDALCO,ok:calls_listed=15:downloaded=15:text_ok=15
HINDCOPPER,ok:calls_listed=1:downloaded=1:text_ok=1
HINDPETRO,ok:calls_listed=9:downloaded=9:text_ok=9
HINDUNILVR,ok:calls_listed=15:downloaded=12:text_ok=12
HINDZINC,ok:calls_listed=18:downloaded=17:text_ok=17
HOMEFIRST,ok:calls_listed=16:downloaded=16:text_ok=16
HONASA,ok:calls_listed=11:downloaded=11:text_ok=11
HONAUT,ok:calls_listed=2:downloaded=2:text_ok=2
HSCL,ok:calls_listed=6:downloaded=6:text_ok=6
HUDCO,ok:calls_listed=7:downloaded=7:text_ok=7
HYUNDAI,ok:calls_listed=6:downloaded=6:text_ok=6
ICICIAMC,ok:calls_listed=3:downloaded=3:text_ok=3
ICICIBANK,ok:calls_listed=17:downloaded=16:text_ok=16
ICICIGI,ok:calls_listed=20:downloaded=19:text_ok=19
ICICIPRULI,ok:calls_listed=18:downloaded=18:text_ok=18
ICIL,ok:calls_listed=16:downloaded=16:text_ok=16
IDBI,ok:calls_listed=2:downloaded=2:text_ok=2
IDEA,ok:calls_listed=16:downloaded=16:text_ok=16
IDFCFIRSTB,ok:calls_listed=19:downloaded=18:text_ok=18
IEX,ok:calls_listed=18:downloaded=18:text_ok=18
IFBIND,ok:calls_listed=17:downloaded=17:text_ok=17
IFCI,no_concalls_listed
IGIL,ok:calls_listed=7:downloaded=7:text_ok=7
IGL,ok:calls_listed=13:downloaded=13:text_ok=13
IIFL,ok:calls_listed=18:downloaded=18:text_ok=18
IIFLCAPS,ok:calls_listed=14:downloaded=13:text_ok=13
IKS,ok:calls_listed=8:downloaded=8:text_ok=8
IMFA,ok:calls_listed=17:downloaded=17:text_ok=17
INDGN,ok:calls_listed=10:downloaded=10:text_ok=10
INDHOTEL,ok:calls_listed=18:downloaded=17:text_ok=17
INDIACEM,ok:calls_listed=14:downloaded=14:text_ok=14
INDIAGLYCO,ok:calls_listed=16:downloaded=16:text_ok=16
INDIAMART,ok:calls_listed=17:downloaded=17:text_ok=17
INDIANB,ok:calls_listed=17:downloaded=17:text_ok=17
INDIASHLTR,ok:calls_listed=11:downloaded=11:text_ok=11
INDIGO,ok:calls_listed=19:downloaded=19:text_ok=19
INDIGOPNTS,ok:calls_listed=17:downloaded=16:text_ok=16
INDUSINDBK,ok:calls_listed=15:downloaded=15:text_ok=15
INDUSTOWER,ok:calls_listed=16:downloaded=16:text_ok=16
INFY,ok:calls_listed=19:downloaded=18:text_ok=18
INOXGREEN,ok:calls_listed=12:downloaded=12:text_ok=12
INOXINDIA,ok:calls_listed=10:downloaded=10:text_ok=10
INOXWIND,ok:calls_listed=12:downloaded=6:text_ok=6
INTELLECT,ok:calls_listed=18:downloaded=18:text_ok=18
IOB,ok:calls_listed=9:downloaded=9:text_ok=9
IOC,ok:calls_listed=5:downloaded=5:text_ok=5
IONEXCHANG,ok:calls_listed=16:downloaded=16:text_ok=16
IPCALAB,ok:calls_listed=16:downloaded=16:text_ok=16
IRB,ok:calls_listed=14:downloaded=7:text_ok=7
IRCON,ok:calls_listed=13:downloaded=13:text_ok=13
IRCTC,ok:calls_listed=15:downloaded=15:text_ok=15
IREDA,no_concalls_listed
IRFC,ok:calls_listed=10:downloaded=10:text_ok=10
ITC,no_concalls_listed
ITCHOTELS,no_concalls_listed
ITI,no_concalls_listed
IXIGO,ok:calls_listed=9:downloaded=9:text_ok=9
JAIBALAJI,ok:calls_listed=6:downloaded=6:text_ok=6
JAINREC,ok:calls_listed=3:downloaded=2:text_ok=2
JAMNAAUTO,no_concalls_listed
JAYNECOIND,no_concalls_listed
JBCHEPHARM,ok:calls_listed=17:downloaded=17:text_ok=17
JBMA,no_concalls_listed
JINDALSAW,ok:calls_listed=17:downloaded=16:text_ok=16
JINDALSTEL,ok:calls_listed=16:downloaded=15:text_ok=15
JIOFIN,ok:calls_listed=13:downloaded=13:text_ok=13
JKCEMENT,ok:calls_listed=20:downloaded=20:text_ok=20
JKLAKSHMI,ok:calls_listed=16:downloaded=16:text_ok=16
JKPAPER,ok:calls_listed=3:downloaded=3:text_ok=3
JKTYRE,ok:calls_listed=11:downloaded=11:text_ok=11
JLHL,ok:calls_listed=11:downloaded=11:text_ok=11
JMFINANCIL,ok:calls_listed=13:downloaded=12:text_ok=12
JPPOWER,no_concalls_listed
JSFB,ok:calls_listed=11:downloaded=11:text_ok=11
JSL,ok:calls_listed=17:downloaded=16:text_ok=16
JSLL,ok:calls_listed=7:downloaded=7:text_ok=7
JSWCEMENT,ok:calls_listed=4:downloaded=3:text_ok=3
JSWDULUX,ok:calls_listed=18:downloaded=18:text_ok=18
JSWENERGY,ok:calls_listed=12:downloaded=7:text_ok=7
JSWSTEEL,ok:calls_listed=12:downloaded=1:text_ok=1
JUBLFOOD,ok:calls_listed=17:downloaded=16:text_ok=16
JUBLINGREA,ok:calls_listed=20:downloaded=20:text_ok=20
JUBLPHARMA,ok:calls_listed=6:downloaded=6:text_ok=6
JUSTDIAL,ok:calls_listed=11:downloaded=11:text_ok=11
JWL,ok:calls_listed=17:downloaded=17:text_ok=17
JYOTHYLAB,ok:calls_listed=16:downloaded=15:text_ok=15
JYOTICNC,ok:calls_listed=10:downloaded=10:text_ok=10
KAJARIACER,ok:calls_listed=17:downloaded=17:text_ok=17
KALYANKJIL,ok:calls_listed=17:downloaded=17:text_ok=17
KANSAINER,exception:DependencyError:PyCryptodome is required for AES algorithm
KARURVYSYA,ok:calls_listed=17:downloaded=17:text_ok=17
KAYNES,ok:calls_listed=17:downloaded=17:text_ok=17
KEC,ok:calls_listed=16:downloaded=16:text_ok=16
KEI,ok:calls_listed=16:downloaded=15:text_ok=15
KFINTECH,ok:calls_listed=17:downloaded=17:text_ok=17
KIMS,ok:calls_listed=17:downloaded=17:text_ok=17
KIRLOSBROS,ok:calls_listed=15:downloaded=14:text_ok=14
KIRLOSENG,ok:calls_listed=16:downloaded=16:text_ok=16
KIRLPNU,ok:calls_listed=14:downloaded=6:text_ok=6
KITEX,no_concalls_listed
KNRCON,ok:calls_listed=17:downloaded=17:text_ok=17
KOTAKBANK,ok:calls_listed=13:downloaded=13:text_ok=13
KPIGREEN,ok:calls_listed=8:downloaded=8:text_ok=8
KPIL,ok:calls_listed=9:downloaded=9:text_ok=9
KPITTECH,ok:calls_listed=17:downloaded=14:text_ok=14
KPRMILL,ok:calls_listed=5:downloaded=4:text_ok=4
KRBL,ok:calls_listed=15:downloaded=15:text_ok=15
KRN,ok:calls_listed=7:downloaded=7:text_ok=7
KSB,ok:calls_listed=11:downloaded=11:text_ok=11
KSCL,ok:calls_listed=17:downloaded=17:text_ok=17
KTKBANK,ok:calls_listed=18:downloaded=15:text_ok=15
LALPATHLAB,ok:calls_listed=18:downloaded=18:text_ok=18
LATENTVIEW,ok:calls_listed=17:downloaded=17:text_ok=17
LAURUSLABS,ok:calls_listed=18:downloaded=18:text_ok=18
LEMONTREE,ok:calls_listed=18:downloaded=18:text_ok=18
LENSKART,ok:calls_listed=3:downloaded=3:text_ok=3
LGEINDIA,ok:calls_listed=3:downloaded=3:text_ok=3
LICHSGFIN,ok:calls_listed=14:downloaded=4:text_ok=4
LICI,ok:calls_listed=17:downloaded=17:text_ok=17
LINDEINDIA,no_concalls_listed
LLOYDSENGG,no_concalls_listed
LLOYDSENT,no_concalls_listed
LLOYDSME,ok:calls_listed=12:downloaded=10:text_ok=10
LODHA,ok:calls_listed=17:downloaded=17:text_ok=17
LOTUSDEV,ok:calls_listed=4:downloaded=4:text_ok=4
LT,ok:calls_listed=16:downloaded=16:text_ok=16
LTF,ok:calls_listed=19:downloaded=19:text_ok=19
LTFOODS,ok:calls_listed=15:downloaded=15:text_ok=15
LTM,ok:calls_listed=18:downloaded=18:text_ok=18
LTTS,ok:calls_listed=18:downloaded=18:text_ok=18
LUMAXTECH,ok:calls_listed=19:downloaded=19:text_ok=19
LUPIN,ok:calls_listed=17:downloaded=17:text_ok=17
LXCHEM,ok:calls_listed=17:downloaded=17:text_ok=17
MAHABANK,ok:calls_listed=17:downloaded=17:text_ok=17
MAHSCOOTER,no_concalls_listed
MAHSEAMLES,ok:calls_listed=15:downloaded=15:text_ok=15
MANAPPURAM,ok:calls_listed=16:downloaded=13:text_ok=13
MANKIND,ok:calls_listed=14:downloaded=14:text_ok=14
MANORAMA,ok:calls_listed=6:downloaded=6:text_ok=6
MANYAVAR,ok:calls_listed=16:downloaded=16:text_ok=16
MAPMYINDIA,ok:calls_listed=18:downloaded=18:text_ok=18
MARICO,ok:calls_listed=17:downloaded=17:text_ok=17
MARKSANS,ok:calls_listed=17:downloaded=16:text_ok=16
MARUTI,ok:calls_listed=16:downloaded=1:text_ok=1
MASTEK,ok:calls_listed=18:downloaded=18:text_ok=18
MAXHEALTH,ok:calls_listed=16:downloaded=16:text_ok=16
MAZDOCK,ok:calls_listed=12:downloaded=12:text_ok=12
MCX,ok:calls_listed=62:downloaded=62:text_ok=62
MEDANTA,ok:calls_listed=14:downloaded=14:text_ok=14
MEDPLUS,ok:calls_listed=17:downloaded=13:text_ok=13
MEESHO,ok:calls_listed=3:downloaded=3:text_ok=3
METROPOLIS,ok:calls_listed=17:downloaded=17:text_ok=17
MFSL,ok:calls_listed=15:downloaded=15:text_ok=15
MGL,ok:calls_listed=16:downloaded=16:text_ok=16
MIDHANI,ok:calls_listed=16:downloaded=16:text_ok=16
MINDACORP,ok:calls_listed=16:downloaded=16:text_ok=16
MMTC,no_concalls_listed
MOIL,ok:calls_listed=4:downloaded=4:text_ok=4
MOTHERSON,ok:calls_listed=17:downloaded=17:text_ok=17
MOTILALOFS,ok:calls_listed=18:downloaded=18:text_ok=18
MPHASIS,ok:calls_listed=17:downloaded=17:text_ok=17
MRF,no_concalls_listed
MRPL,ok:calls_listed=5:downloaded=5:text_ok=5
MSTCLTD,ok:calls_listed=16:downloaded=16:text_ok=16
