,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,450.0,505.0,635.0,789.0,804.0,786.0,478.0,850.0,1516.0,1677.0,2193.0,2998.0
Expenses,,420.0,467.0,551.0,629.0,693.0,700.0,437.0,742.0,1293.0,1326.0,1545.0,2179.0
Operating Profit,,30.0,38.0,84.0,160.0,111.0,86.0,41.0,108.0,223.0,351.0,649.0,819.0
OPM %,,7.0,7.0,13.0,20.0,14.0,11.0,9.0,13.0,15.0,21.0,30.0,27.0
Other Income,,0.0,0.0,3.0,4.0,43.0,-15.0,19.0,15.0,19.0,40.0,80.0,95.0
Interest,,2.0,1.0,7.0,13.0,13.0,4.0,2.0,2.0,3.0,8.0,47.0,23.0
Depreciation,,5.0,6.0,26.0,40.0,19.0,12.0,9.0,7.0,18.0,31.0,77.0,94.0
Profit before tax,,24.0,31.0,53.0,111.0,122.0,55.0,48.0,114.0,220.0,352.0,606.0,797.0
Tax %,,1.0,1.0,6.0,13.0,14.0,4.0,-4.0,2.0,7.0,8.0,11.0,9.0
Net Profit,,24.0,31.0,50.0,97.0,105.0,52.0,50.0,111.0,204.0,326.0,540.0,724.0
EPS in Rs,,0.58,0.75,1.22,2.36,2.57,1.28,1.22,2.72,4.89,7.6,12.34,16.68
Dividend Payout %,,0.0,0.0,7.0,5.0,10.0,20.0,10.0,12.0,15.0,13.0,8.0,3.0
Sales Growth %,Sales,,12.21,25.73,24.28,1.87,-2.2,-39.15,77.66,78.4,10.59,30.8,36.7
Material Cost %,Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manufacturing Cost %,Expenses,82.0,82.0,74.0,63.0,68.0,71.0,71.0,68.0,69.0,59.0,46.0,0.0
Employee Cost %,Expenses,8.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,12.0,15.0,16.0
Other Cost %,Expenses,3.0,4.0,6.0,10.0,10.0,10.0,11.0,10.0,8.0,8.0,10.0,57.0
Exceptional items,Other Income,-0.0,0.0,-0.0,-0.0,35.0,-28.0,0.0,-0.0,-2.0,0.0,5.0,0.0
Other income normal,Other Income,0.0,0.0,3.0,4.0,8.0,13.0,19.0,15.0,21.0,39.0,75.0,95.0
Minority share,Net Profit,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-4.0,-13.0,-31.0,-37.0
Exceptional items AT,Net Profit,-0.0,0.0,-0.0,-0.0,30.0,-24.0,0.0,-0.0,-2.0,0.0,4.0,0.0
Profit excl Excep,Net Profit,24.0,31.0,50.0,97.0,75.0,77.0,50.0,111.0,206.0,325.0,535.0,724.0
Profit for PE,Net Profit,24.0,31.0,50.0,97.0,75.0,77.0,50.0,111.0,203.0,313.0,504.0,687.0
Profit for EPS,Net Profit,24.0,31.0,50.0,97.0,105.0,52.0,50.0,111.0,201.0,313.0,508.0,687.0
Profit Growth %,Net Profit,,31.0,62.0,93.0,-22.0,2.0,-35.0,122.0,82.0,54.0,61.0,36.0
