,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,538.0,499.0,683.0,721.0,712.0,1030.0,947.0
Expenses,,325.0,292.0,434.0,502.0,481.0,652.0,653.0
Operating Profit,,214.0,207.0,249.0,219.0,231.0,378.0,294.0
OPM %,,40.0,41.0,36.0,30.0,32.0,37.0,31.0
Other Income,,6.0,9.0,19.0,24.0,18.0,46.0,69.0
Interest,,7.0,5.0,3.0,1.0,0.0,0.0,6.0
Depreciation,,18.0,20.0,22.0,25.0,28.0,18.0,24.0
Profit before tax,,194.0,190.0,243.0,217.0,220.0,406.0,333.0
Tax %,,25.0,26.0,25.0,26.0,26.0,25.0,25.0
Net Profit,,145.0,142.0,182.0,160.0,164.0,305.0,248.0
EPS in Rs,,24118.33,1428.77,10.47,9.23,9.44,17.59,14.29
Dividend Payout %,,0.0,0.0,0.0,0.0,11.0,7.0,8.0
Sales Growth %,Sales,,-7.3,36.99,5.49,-1.3,44.74,-8.03
Exceptional items,Other Income,0.0,2.0,0.0,1.0,-10.0,8.0,0.0
Other income normal,Other Income,5.0,7.0,19.0,23.0,28.0,38.0,69.0
Exceptional items AT,Net Profit,0.0,1.0,0.0,1.0,-7.0,6.0,0.0
Profit excl Excep,Net Profit,144.0,140.0,182.0,159.0,171.0,299.0,248.0
Profit for PE,Net Profit,144.0,140.0,182.0,159.0,171.0,299.0,248.0
Profit for EPS,Net Profit,145.0,142.0,182.0,160.0,164.0,305.0,248.0
Profit Growth %,Net Profit,,-3.0,30.0,-12.0,7.0,75.0,-17.0
