,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,365.0,214.0,242.0,343.0,862.0,848.0,1825.0,1381.0
Expenses,,321.0,211.0,252.0,385.0,894.0,855.0,1747.0,1429.0
Operating Profit,,44.0,4.0,-10.0,-42.0,-31.0,-7.0,78.0,-48.0
OPM %,,12.0,2.0,-4.0,-12.0,-4.0,-1.0,4.0,-3.0
Other Income,,78.0,76.0,159.0,98.0,68.0,112.0,163.0,323.0
Interest,,81.0,78.0,149.0,124.0,118.0,75.0,158.0,234.0
Depreciation,,2.0,7.0,11.0,17.0,20.0,19.0,21.0,23.0
Profit before tax,,39.0,-6.0,-10.0,-85.0,-102.0,12.0,62.0,19.0
Tax %,,21.0,-67.0,-26.0,-18.0,11.0,-88.0,-0.0,15.0
Net Profit,,31.0,-2.0,-8.0,-70.0,-113.0,22.0,63.0,16.0
EPS in Rs,,54.73,-3.46,-13.24,-6.11,-9.01,1.58,4.45,1.15
Dividend Payout %,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Sales Growth %,Sales,,-41.31,13.13,41.38,151.47,-1.62,115.22,-24.35
Material Cost %,Expenses,77.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0
Manufacturing Cost %,Expenses,0.0,1.0,80.0,85.0,85.0,84.0,79.0,0.0
Employee Cost %,Expenses,5.0,11.0,13.0,14.0,9.0,11.0,8.0,14.0
Other Cost %,Expenses,6.0,13.0,10.0,13.0,10.0,5.0,9.0,89.0
Exceptional items AT,Net Profit,16.0,0.0,0.0,0.0,1.0,2.0,2.0,48.0
Profit excl Excep,Net Profit,15.0,-2.0,-8.0,-70.0,-114.0,20.0,60.0,-32.0
Profit for PE,Net Profit,15.0,-2.0,-8.0,-70.0,-114.0,20.0,60.0,-32.0
Profit for EPS,Net Profit,31.0,-2.0,-8.0,-70.0,-113.0,22.0,63.0,16.0
Profit Growth %,Net Profit,,-113.0,-283.0,-823.0,-64.0,117.0,205.0,-153.0
