,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Sales,,2710.0,3017.0,2987.0,2605.0,3336.0,3959.0,4189.0
Expenses,,2211.0,2481.0,2537.0,2345.0,2947.0,3355.0,3430.0
Operating Profit,,499.0,536.0,450.0,259.0,389.0,604.0,759.0
OPM %,,18.0,18.0,15.0,10.0,12.0,15.0,18.0
Other Income,,55.0,60.0,46.0,25.0,37.0,68.0,78.0
Interest,,2.0,1.0,4.0,2.0,4.0,7.0,3.0
Depreciation,,44.0,44.0,59.0,62.0,55.0,58.0,53.0
Profit before tax,,508.0,551.0,433.0,220.0,368.0,607.0,781.0
Tax %,,34.0,33.0,26.0,26.0,26.0,26.0,25.0
Net Profit,,333.0,366.0,322.0,162.0,272.0,451.0,583.0
EPS in Rs,,295.91,325.06,285.99,144.14,241.43,400.37,517.9
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,237.0,132.0
Sales Growth %,Sales,,11.33,-1.0,-12.78,28.06,18.69,5.81
Material Cost %,Expenses,52.0,53.0,58.0,61.0,63.0,62.0,60.0
Manufacturing Cost %,Expenses,1.0,1.0,2.0,2.0,1.0,1.0,1.0
Employee Cost %,Expenses,13.0,11.0,11.0,14.0,12.0,10.0,9.0
Other Cost %,Expenses,15.0,17.0,14.0,13.0,13.0,11.0,11.0
Exceptional items,Other Income,-0.0,0.0,-0.0,2.0,2.0,0.0,1.0
Other income normal,Other Income,55.0,59.0,46.0,23.0,36.0,68.0,78.0
Exceptional items AT,Net Profit,-0.0,0.0,-0.0,1.0,1.0,0.0,1.0
Profit excl Excep,Net Profit,333.0,366.0,322.0,161.0,271.0,451.0,583.0
Profit for PE,Net Profit,333.0,366.0,322.0,161.0,271.0,451.0,583.0
Profit for EPS,Net Profit,333.0,366.0,322.0,162.0,272.0,451.0,583.0
Profit Growth %,Net Profit,,10.0,-12.0,-50.0,68.0,66.0,29.0
