,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,3038.0,2493.0,3067.0,4024.0,4798.0,5391.0,5342.0,7380.0,10368.0,12514.0,10760.0,9071.0
Expenses,,2351.0,2228.0,2740.0,3576.0,4320.0,4787.0,4845.0,6795.0,9664.0,11406.0,9912.0,8305.0
Operating Profit,,687.0,264.0,328.0,448.0,479.0,604.0,497.0,585.0,704.0,1108.0,847.0,766.0
OPM %,,23.0,11.0,11.0,11.0,10.0,11.0,9.0,8.0,7.0,9.0,8.0,8.0
Other Income,,264.0,421.0,313.0,189.0,212.0,178.0,196.0,261.0,413.0,403.0,431.0,514.0
Interest,,33.0,43.0,59.0,65.0,15.0,28.0,23.0,62.0,119.0,149.0,221.0,350.0
Depreciation,,57.0,31.0,27.0,16.0,52.0,83.0,92.0,95.0,107.0,100.0,118.0,163.0
Profit before tax,,861.0,612.0,556.0,555.0,624.0,672.0,578.0,689.0,891.0,1261.0,939.0,766.0
Tax %,,32.0,36.0,31.0,26.0,28.0,28.0,32.0,14.0,14.0,26.0,22.0,23.0
Net Profit,,583.0,393.0,384.0,409.0,450.0,485.0,391.0,592.0,765.0,930.0,728.0,592.0
EPS in Rs,,29.4,19.85,3.88,4.35,4.79,5.16,4.16,6.3,8.14,9.88,7.73,6.33
Dividend Payout %,,31.0,43.0,96.0,47.0,45.0,46.0,36.0,40.0,37.0,31.0,34.0,30.0
Sales Growth %,Sales,-22.06,-17.94,23.05,31.2,19.24,12.35,-0.91,38.15,40.49,20.7,-14.02,-15.69
Exceptional items,Other Income,-1.0,1.0,74.0,4.0,14.0,29.0,6.0,-3.0,3.0,31.0,50.0,0.0
Other income normal,Other Income,265.0,421.0,239.0,185.0,197.0,149.0,191.0,264.0,411.0,372.0,380.0,514.0
Minority share,Net Profit,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0
Exceptional items AT,Net Profit,-1.0,1.0,49.0,3.0,9.0,21.0,4.0,-2.0,2.0,22.0,36.0,0.0
Profit excl Excep,Net Profit,584.0,393.0,335.0,406.0,441.0,465.0,387.0,594.0,763.0,907.0,692.0,592.0
Profit for PE,Net Profit,583.0,393.0,335.0,406.0,441.0,465.0,387.0,595.0,763.0,907.0,691.0,595.0
Profit for EPS,Net Profit,582.0,393.0,384.0,409.0,450.0,485.0,391.0,592.0,765.0,930.0,727.0,595.0
Profit Growth %,Net Profit,-22.0,-33.0,-15.0,21.0,9.0,5.0,-17.0,54.0,28.0,19.0,-24.0,-14.0
