,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,4234.0,6033.0,7520.0,6912.0,11163.0,11517.0,12161.0,16026.0,17876.0,20572.0,23961.0,26994.0
Expenses,,4456.0,5269.0,6601.0,7174.0,9494.0,9745.0,10090.0,15010.0,16612.0,17918.0,20554.0,23264.0
Operating Profit,,-221.0,764.0,919.0,-262.0,1669.0,1772.0,2072.0,1016.0,1264.0,2654.0,3407.0,3731.0
OPM %,,-5.0,13.0,12.0,-4.0,15.0,15.0,17.0,6.0,7.0,13.0,14.0,14.0
Other Income,,992.0,0.0,-2.0,1569.0,-2.0,15.0,12.0,809.0,991.0,35.0,39.0,93.0
Interest,,12.0,0.0,0.0,59.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,,54.0,57.0,7.0,51.0,0.0,90.0,130.0,141.0,142.0,134.0,124.0,165.0
Profit before tax,,705.0,708.0,910.0,1196.0,1598.0,1697.0,1954.0,1684.0,2113.0,2555.0,3321.0,3659.0
Tax %,,17.0,28.0,23.0,28.0,34.0,30.0,25.0,24.0,18.0,25.0,24.0,24.0
Net Profit,,585.0,507.0,702.0,862.0,1049.0,1194.0,1473.0,1271.0,1729.0,1919.0,2508.0,2772.0
EPS in Rs,,13.11,11.34,15.56,18.98,23.1,26.27,32.4,25.89,35.21,38.94,50.6,55.61
Dividend Payout %,,15.0,26.0,22.0,17.0,26.0,13.0,25.0,35.0,28.0,28.0,25.0,24.0
Sales Growth %,Sales,-2.72,42.49,24.65,-8.09,61.51,3.17,5.59,31.78,11.54,15.08,16.47,12.66
Manufacturing Cost %,Expenses,82.0,60.0,60.0,78.0,67.0,63.0,57.0,65.0,63.0,73.0,74.0,75.0
Employee Cost %,Expenses,8.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Other Cost %,Expenses,15.0,22.0,22.0,19.0,13.0,16.0,20.0,23.0,24.0,8.0,5.0,4.0
Exceptional items AT,Net Profit,-2.0,-0.0,-2.0,276.0,-1.0,-0.0,-0.0,-1.0,-3.0,-2.0,133.0,193.0
Profit excl Excep,Net Profit,587.0,508.0,704.0,586.0,1050.0,1194.0,1473.0,1272.0,1732.0,1920.0,2376.0,2579.0
Profit for PE,Net Profit,587.0,508.0,704.0,586.0,1050.0,1194.0,1473.0,1272.0,1732.0,1920.0,2376.0,2579.0
Profit for EPS,Net Profit,585.0,507.0,702.0,862.0,1049.0,1194.0,1473.0,1271.0,1729.0,1919.0,2508.0,2772.0
Profit Growth %,Net Profit,12.0,-14.0,39.0,-17.0,79.0,14.0,23.0,-14.0,36.0,11.0,24.0,9.0
