,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2987.0,2757.0,3460.0,4343.0,4286.0,4741.0,4812.0,4846.0,4666.0,5594.0,5415.0,6271.0
Expenses,,2859.0,2342.0,2557.0,3888.0,3595.0,4059.0,4098.0,4139.0,4144.0,4808.0,4705.0,5530.0
Operating Profit,,128.0,414.0,903.0,454.0,691.0,682.0,714.0,707.0,522.0,786.0,711.0,741.0
OPM %,,4.0,15.0,26.0,10.0,16.0,14.0,15.0,15.0,11.0,14.0,13.0,12.0
Other Income,,13.0,-130.0,-8.0,38.0,47.0,52.0,47.0,36.0,65.0,206.0,118.0,73.0
Interest,,102.0,67.0,55.0,52.0,41.0,64.0,39.0,31.0,49.0,84.0,93.0,77.0
Depreciation,,116.0,110.0,105.0,95.0,96.0,101.0,112.0,114.0,130.0,166.0,173.0,177.0
Profit before tax,,-76.0,108.0,735.0,345.0,602.0,568.0,609.0,599.0,408.0,742.0,562.0,560.0
Tax %,,-24.0,7.0,19.0,33.0,4.0,9.0,21.0,22.0,30.0,28.0,22.0,32.0
Net Profit,,-58.0,100.0,593.0,232.0,576.0,519.0,480.0,465.0,284.0,534.0,437.0,378.0
EPS in Rs,,-2.37,4.09,25.23,10.14,25.21,23.61,22.85,22.77,14.09,26.49,21.64,18.74
Dividend Payout %,,0.0,0.0,14.0,25.0,10.0,11.0,11.0,11.0,18.0,11.0,14.0,19.0
Sales Growth %,Sales,12.08,-7.71,25.52,25.5,-1.31,10.63,1.48,0.71,-3.72,19.89,-3.19,15.8
Material Cost %,Expenses,84.0,72.0,62.0,80.0,71.0,74.0,72.0,71.0,73.0,70.0,71.0,74.0
Manufacturing Cost %,Expenses,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0
Employee Cost %,Expenses,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,7.0,8.0,7.0
Other Cost %,Expenses,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,8.0
Minority share,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,1.0,-137.0,-23.0,4.0,9.0,15.0,6.0,-1.0,1.0,101.0,42.0,0.0
Profit excl Excep,Net Profit,-59.0,237.0,616.0,228.0,567.0,504.0,474.0,465.0,284.0,433.0,394.0,378.0
Profit for PE,Net Profit,-59.0,237.0,616.0,228.0,567.0,504.0,474.0,465.0,284.0,433.0,394.0,378.0
Profit for EPS,Net Profit,-58.0,100.0,593.0,232.0,576.0,519.0,480.0,465.0,284.0,534.0,437.0,378.0
Profit Growth %,Net Profit,-1296.0,503.0,160.0,-63.0,149.0,-11.0,-6.0,-2.0,-39.0,53.0,-9.0,-4.0
