,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2507.0,2463.0,2670.0,2832.0,3203.0,2877.0,2694.0,3300.0,4116.0,4851.0,5113.0,5647.0
Expenses,,2258.0,2186.0,2388.0,2567.0,2851.0,2636.0,2411.0,3031.0,3689.0,4286.0,4463.0,4910.0
Operating Profit,,249.0,277.0,283.0,265.0,351.0,242.0,284.0,269.0,427.0,565.0,650.0,737.0
OPM %,,10.0,11.0,11.0,9.0,11.0,8.0,11.0,8.0,10.0,12.0,13.0,13.0
Other Income,,58.0,49.0,83.0,69.0,61.0,54.0,16.0,77.0,27.0,27.0,59.0,30.0
Interest,,0.0,9.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,8.0,12.0,11.0
Depreciation,,102.0,111.0,111.0,109.0,73.0,67.0,62.0,77.0,85.0,97.0,117.0,143.0
Profit before tax,,205.0,205.0,252.0,222.0,336.0,225.0,231.0,263.0,364.0,487.0,580.0,613.0
Tax %,,30.0,19.0,31.0,33.0,33.0,24.0,27.0,21.0,26.0,26.0,26.0,25.0
Net Profit,,143.0,165.0,174.0,150.0,225.0,170.0,170.0,208.0,270.0,362.0,432.0,461.0
EPS in Rs,,9.9,11.43,12.01,10.38,15.56,11.78,11.74,14.38,18.67,24.95,29.75,31.72
Dividend Payout %,,51.0,44.0,42.0,48.0,32.0,34.0,34.0,28.0,27.0,24.0,22.0,14.0
Sales Growth %,Sales,8.1,-1.76,8.42,6.05,13.1,-10.16,-6.36,22.46,24.74,17.84,5.42,10.43
Exceptional items,Other Income,29.09,38.52,61.25,51.41,48.51,40.82,4.33,63.35,14.33,13.49,42.46,-10.16
Other income normal,Other Income,29.35,10.17,21.82,17.92,12.07,13.06,11.78,14.06,12.99,13.29,16.38,40.66
