,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,491.0,363.0,506.0,705.0,1232.0,1763.0,1075.0
Expenses,,435.0,299.0,443.0,636.0,1048.0,1502.0,944.0
Operating Profit,,56.0,64.0,63.0,70.0,183.0,262.0,130.0
OPM %,,11.0,18.0,13.0,10.0,15.0,15.0,12.0
Other Income,,9.0,2.0,10.0,19.0,12.0,29.0,113.0
Interest,,34.0,34.0,32.0,26.0,31.0,27.0,8.0
Depreciation,,28.0,30.0,26.0,36.0,38.0,41.0,23.0
Profit before tax,,3.0,3.0,15.0,27.0,126.0,223.0,212.0
Tax %,,-55.0,-34.0,44.0,17.0,26.0,27.0,26.0
Net Profit,,4.0,3.0,9.0,23.0,94.0,162.0,156.0
EPS in Rs,,3.8,3.1,7.91,20.99,86.75,30.01,2.25
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Sales Growth %,Sales,,-26.07,39.32,39.39,74.59,43.2,-39.07
Exceptional items,Other Income,0.0,0.0,7.0,16.0,0.0,1.0,0.0
Other income normal,Other Income,9.0,2.0,3.0,2.0,12.0,28.0,113.0
Exceptional items AT,Net Profit,0.0,-0.0,4.0,14.0,0.0,0.0,0.0
Profit excl Excep,Net Profit,4.0,3.0,4.0,9.0,94.0,161.0,156.0
Profit for PE,Net Profit,4.0,3.0,4.0,9.0,94.0,161.0,156.0
Profit for EPS,Net Profit,4.0,3.0,9.0,23.0,94.0,162.0,156.0
Profit Growth %,Net Profit,,-18.0,33.0,103.0,925.0,73.0,-4.0
