,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,5264.0,5924.0,6638.0,6050.0,6527.0,6741.0,7340.0,9311.0,8094.0,9679.0,10545.0,9399.0
Expenses,,3987.0,4325.0,5054.0,4926.0,5458.0,5526.0,5988.0,7950.0,7341.0,8310.0,9246.0,8606.0
Operating Profit,,1278.0,1599.0,1584.0,1124.0,1068.0,1215.0,1352.0,1362.0,753.0,1369.0,1299.0,793.0
OPM %,,24.0,27.0,24.0,19.0,16.0,18.0,18.0,15.0,9.0,14.0,12.0,8.0
Other Income,,91.0,84.0,-384.0,81.0,-187.0,139.0,68.0,63.0,121.0,146.0,152.0,50.0
Interest,,283.0,237.0,158.0,141.0,159.0,178.0,198.0,131.0,130.0,153.0,217.0,161.0
Depreciation,,333.0,372.0,505.0,504.0,436.0,481.0,454.0,420.0,442.0,394.0,373.0,394.0
Profit before tax,,753.0,1074.0,536.0,560.0,287.0,694.0,769.0,873.0,302.0,967.0,860.0,287.0
Tax %,,28.0,30.0,32.0,29.0,21.0,24.0,28.0,30.0,33.0,30.0,25.0,26.0
Net Profit,,544.0,749.0,362.0,398.0,226.0,524.0,551.0,607.0,203.0,673.0,644.0,213.0
EPS in Rs,,5.37,7.33,3.56,3.83,2.09,5.05,5.37,5.98,1.98,7.01,6.66,2.13
Dividend Payout %,,20.0,18.0,18.0,17.0,14.0,20.0,3.0,2.0,5.0,1.0,3.0,5.0
Sales Growth %,Sales,21.39,12.53,12.05,-8.86,7.88,3.29,8.89,26.86,-13.08,19.59,8.95,-10.87
Material Cost %,Expenses,48.0,45.0,42.0,46.0,47.0,45.0,49.0,51.0,53.0,49.0,50.0,54.0
Manufacturing Cost %,Expenses,12.0,12.0,16.0,16.0,17.0,16.0,12.0,14.0,15.0,16.0,15.0,0.0
Employee Cost %,Expenses,8.0,9.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,11.0,11.0,12.0
Other Cost %,Expenses,7.0,7.0,8.0,9.0,9.0,10.0,9.0,11.0,13.0,10.0,11.0,26.0
Minority share,Net Profit,-4.0,-13.0,-5.0,-13.0,-16.0,-17.0,-11.0,-6.0,-4.0,8.0,-5.0,-8.0
Exceptional items AT,Net Profit,-2.0,-2.0,-303.0,4.0,-165.0,41.0,2.0,-2.0,7.0,1.0,1.0,-14.0
Profit excl Excep,Net Profit,547.0,751.0,665.0,394.0,391.0,484.0,549.0,609.0,196.0,672.0,643.0,227.0
Profit for PE,Net Profit,542.0,738.0,657.0,381.0,362.0,468.0,538.0,603.0,192.0,680.0,638.0,218.0
Profit for EPS,Net Profit,540.0,736.0,358.0,385.0,210.0,507.0,540.0,601.0,199.0,681.0,639.0,204.0
Profit Growth %,Net Profit,476.0,36.0,-11.0,-42.0,-5.0,29.0,15.0,12.0,-68.0,254.0,-6.0,-66.0
