,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,53.0,189.0,380.0,530.0,595.0,760.0,747.0,1116.0,1534.0,2036.0,2320.0,2616.0
Expenses,,114.0,227.0,427.0,519.0,554.0,686.0,704.0,963.0,1240.0,1671.0,1858.0,2065.0
Operating Profit,,-60.0,-38.0,-47.0,12.0,41.0,74.0,42.0,153.0,293.0,366.0,463.0,550.0
OPM %,,-114.0,-20.0,-12.0,2.0,7.0,10.0,6.0,14.0,19.0,18.0,20.0,21.0
Other Income,,40.0,51.0,390.0,14.0,83.0,113.0,21.0,82.0,50.0,48.0,6061.0,65.0
Interest,,34.0,135.0,228.0,54.0,11.0,33.0,36.0,47.0,56.0,83.0,91.0,87.0
Depreciation,,22.0,48.0,68.0,59.0,64.0,89.0,95.0,99.0,104.0,121.0,145.0,154.0
Profit before tax,,-77.0,-170.0,47.0,-87.0,49.0,65.0,-68.0,90.0,182.0,209.0,6288.0,374.0
Tax %,,1.0,0.0,0.0,0.0,1.0,6.0,1.0,-0.0,5.0,25.0,1.0,28.0
Net Profit,,-78.0,-170.0,47.0,-87.0,48.0,61.0,-69.0,90.0,173.0,157.0,6209.0,268.0
EPS in Rs,,-2.0,-4.21,1.16,-1.73,0.95,1.21,-1.38,1.81,3.47,3.14,124.3,5.17
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819.0,4.0,58.0
Sales Growth %,Sales,5857.3,256.62,100.71,39.67,12.21,27.85,-1.83,49.55,37.37,32.78,13.94,12.72
Material Cost %,Expenses,29.8,29.94,30.23,27.89,24.72,23.23,24.9,24.5,21.25,20.08,19.71,20.61
Manufacturing Cost %,Expenses,57.32,34.76,44.17,36.87,35.35,35.4,39.6,36.7,35.17,35.8,34.49,0.0
Employee Cost %,Expenses,43.81,26.06,21.63,20.01,18.88,17.15,19.26,15.41,15.03,15.63,16.16,15.42
Other Cost %,Expenses,83.14,29.17,16.42,13.05,14.13,14.49,10.59,9.65,9.41,10.54,9.7,42.92
Exceptional items AT,Net Profit,-1.0,41.0,377.0,-2.0,1.0,-1.0,-0.0,-0.0,-0.0,-0.0,327.0,-60.0
Profit excl Excep,Net Profit,-77.0,-210.0,-330.0,-86.0,47.0,62.0,-68.0,90.0,174.0,157.0,5882.0,328.0
Profit for PE,Net Profit,-77.0,-210.0,-330.0,-86.0,47.0,62.0,-68.0,90.0,174.0,157.0,5882.0,328.0
Profit for EPS,Net Profit,-78.0,-170.0,47.0,-87.0,48.0,61.0,-69.0,90.0,173.0,157.0,6209.0,268.0
Profit Growth %,Net Profit,-210.0,-172.0,-57.0,74.0,155.0,33.0,-210.0,232.0,92.0,-9.0,3637.0,-94.0
