,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1013.0,1218.0,1351.0,1497.0,2047.0,2474.0,1905.0,2662.0,2628.0,2453.0,2218.0,2415.0
Expenses,,664.0,871.0,1005.0,1071.0,1469.0,1811.0,1353.0,1933.0,1869.0,1792.0,1675.0,1861.0
Operating Profit,,348.0,347.0,347.0,427.0,578.0,663.0,552.0,729.0,759.0,661.0,543.0,554.0
OPM %,,34.0,29.0,26.0,28.0,28.0,27.0,29.0,27.0,29.0,27.0,24.0,23.0
Other Income,,147.0,208.0,210.0,154.0,200.0,268.0,101.0,84.0,103.0,92.0,118.0,123.0
Interest,,2.0,1.0,14.0,25.0,10.0,10.0,9.0,13.0,21.0,21.0,34.0,4.0
Depreciation,,26.0,37.0,38.0,36.0,38.0,47.0,52.0,66.0,67.0,61.0,62.0,66.0
Profit before tax,,468.0,518.0,505.0,519.0,730.0,874.0,593.0,735.0,774.0,670.0,565.0,608.0
Tax %,,33.0,34.0,33.0,31.0,33.0,28.0,25.0,27.0,26.0,26.0,25.0,25.0
Net Profit,,312.0,340.0,337.0,357.0,490.0,633.0,444.0,539.0,571.0,495.0,424.0,454.0
EPS in Rs,,12.49,13.55,6.57,6.85,9.39,12.32,9.0,10.74,11.28,9.48,8.01,8.54
Dividend Payout %,,20.0,40.0,46.0,32.0,54.0,65.0,72.0,79.0,91.0,95.0,94.0,115.0
Sales Growth %,Sales,-7.64,20.26,10.97,10.8,36.73,20.85,-23.0,39.71,-1.26,-6.67,-9.58,8.89
Material Cost %,Expenses,7.63,0.0,0.0,10.23,6.19,13.88,2.81,23.62,7.13,2.49,0.13,45.91
Manufacturing Cost %,Expenses,17.05,17.17,25.21,10.39,34.68,32.44,37.43,23.27,38.33,44.78,47.43,0.0
Employee Cost %,Expenses,32.04,28.07,30.86,30.66,23.8,21.07,25.37,19.44,19.36,20.08,22.7,21.6
Other Cost %,Expenses,8.87,26.25,18.28,20.22,7.08,5.81,5.39,6.27,6.3,5.69,5.26,9.55
Minority share,Net Profit,0.0,-2.0,-9.0,-14.0,-20.0,-17.0,-12.0,-22.0,-29.0,-40.0,-39.0,-44.0
Exceptional items AT,Net Profit,0.0,-1.0,48.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
Profit excl Excep,Net Profit,312.0,342.0,289.0,357.0,490.0,632.0,441.0,537.0,570.0,495.0,424.0,454.0
Profit for PE,Net Profit,312.0,340.0,282.0,342.0,469.0,615.0,429.0,515.0,541.0,455.0,385.0,410.0
Profit for EPS,Net Profit,312.0,339.0,328.0,342.0,470.0,616.0,432.0,516.0,542.0,455.0,385.0,410.0
Profit Growth %,Net Profit,20.0,9.0,-17.0,21.0,37.0,31.0,-30.0,20.0,5.0,-16.0,-15.0,7.0
