,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1777.0,1692.0,1488.0,1295.0,1319.0,1405.0,2023.0
Expenses,,129.0,139.0,247.0,122.0,225.0,168.0,242.0
Operating Profit,,1649.0,1553.0,1240.0,1173.0,1094.0,1237.0,1781.0
OPM %,,93.0,92.0,83.0,91.0,83.0,88.0,88.0
Other Income,,82.0,218.0,404.0,106.0,891.0,147.0,486.0
Interest,,1237.0,1151.0,996.0,809.0,767.0,759.0,1123.0
Depreciation,,704.0,622.0,546.0,485.0,308.0,287.0,468.0
Profit before tax,,-211.0,-1.0,102.0,-15.0,909.0,338.0,677.0
Tax %,,-141.0,-1470.0,39.0,-79.0,23.0,26.0,26.0
Net Profit,,86.0,15.0,62.0,-3.0,698.0,251.0,498.0
EPS in Rs,,8.2,1.46,5.94,-0.3,66.81,4.17,8.23
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,5.0,2.0
Sales Growth %,Sales,,-4.81,-12.05,-12.97,1.88,6.51,44.0
Manufacturing Cost %,Expenses,1.09,4.48,10.5,4.38,4.7,3.63,0.0
Employee Cost %,Expenses,0.34,1.78,2.57,2.68,4.47,4.62,3.06
Other Cost %,Expenses,5.8,1.95,3.56,2.38,7.92,3.7,8.9
Exceptional items,Other Income,0.0,113.0,330.0,39.0,744.0,-23.0,3.0
Other income normal,Other Income,82.0,105.0,75.0,66.0,147.0,170.0,484.0
Minority share,Net Profit,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Exceptional items AT,Net Profit,0.0,98.0,276.0,34.0,571.0,-17.0,2.0
Profit excl Excep,Net Profit,86.0,-83.0,-214.0,-37.0,127.0,268.0,496.0
Profit for PE,Net Profit,86.0,-83.0,-214.0,-37.0,127.0,269.0,497.0
Profit for EPS,Net Profit,86.0,15.0,62.0,-3.0,698.0,252.0,499.0
Profit Growth %,Net Profit,,-197.0,-157.0,83.0,445.0,112.0,85.0
