,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,4358.0,4193.0,5165.0,7859.0,13341.0,11575.0,13820.0,21826.0
Expenses,,3906.0,3726.0,4616.0,7175.0,12525.0,10903.0,12549.0,19675.0
Operating Profit,,452.0,467.0,549.0,684.0,816.0,672.0,1271.0,2152.0
OPM %,,10.0,11.0,11.0,9.0,6.0,6.0,9.0,10.0
Other Income,,29.0,27.0,12.0,27.0,76.0,45.0,96.0,107.0
Interest,,159.0,192.0,111.0,86.0,291.0,366.0,362.0,528.0
Depreciation,,70.0,72.0,83.0,90.0,175.0,211.0,252.0,403.0
Profit before tax,,251.0,230.0,366.0,535.0,426.0,141.0,752.0,1328.0
Tax %,,37.0,16.0,39.0,26.0,29.0,29.0,27.0,25.0
Net Profit,,159.0,193.0,223.0,398.0,304.0,100.0,552.0,996.0
EPS in Rs,,276.24,335.77,387.99,6.92,3.73,1.23,6.77,9.6
Dividend Payout %,,36.0,0.0,0.0,0.0,13.0,41.0,15.0,0.0
Sales Growth %,Sales,,-4.0,23.0,52.0,70.0,-13.0,19.0,58.0
Material Cost %,Expenses,72.0,70.0,75.0,80.0,80.0,78.0,74.0,74.0
Manufacturing Cost %,Expenses,12.0,12.0,10.0,7.0,11.0,13.0,13.0,0.0
Employee Cost %,Expenses,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
Other Cost %,Expenses,3.0,4.0,2.0,2.0,2.0,1.0,2.0,15.0
Exceptional items,Other Income,-10.0,-8.0,-7.0,-7.0,-14.0,-23.0,16.0,-39.0
Other income normal,Other Income,39.0,35.0,19.0,34.0,91.0,68.0,80.0,147.0
Exceptional items AT,Net Profit,-6.0,-7.0,-4.0,-5.0,-10.0,-16.0,12.0,-30.0
Profit excl Excep,Net Profit,165.0,200.0,227.0,403.0,314.0,116.0,540.0,1026.0
Profit for PE,Net Profit,165.0,200.0,227.0,403.0,314.0,116.0,540.0,1026.0
Profit for EPS,Net Profit,159.0,193.0,223.0,398.0,304.0,100.0,552.0,996.0
Profit Growth %,Net Profit,,21.0,14.0,77.0,-22.0,-63.0,366.0,90.0
