,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,4917.0,5228.0,5588.0,6349.0,7509.0,6915.0,6547.0,7549.0,8804.0,10241.0,11561.0,14596.0
Expenses,,4321.0,4548.0,4830.0,5421.0,6380.0,5784.0,5507.0,6585.0,7768.0,8913.0,10010.0,12630.0
Operating Profit,,596.0,680.0,758.0,928.0,1129.0,1131.0,1040.0,965.0,1036.0,1328.0,1551.0,1966.0
OPM %,,12.0,13.0,14.0,15.0,15.0,16.0,16.0,13.0,12.0,13.0,13.0,13.0
Other Income,,42.0,33.0,29.0,-3.0,6.0,48.0,19.0,10.0,35.0,86.0,129.0,103.0
Interest,,51.0,49.0,32.0,24.0,26.0,18.0,14.0,6.0,21.0,43.0,47.0,57.0
Depreciation,,227.0,243.0,291.0,322.0,376.0,414.0,399.0,382.0,422.0,474.0,539.0,734.0
Profit before tax,,359.0,420.0,465.0,579.0,733.0,747.0,647.0,586.0,629.0,897.0,1095.0,1277.0
Tax %,,29.0,29.0,29.0,33.0,32.0,24.0,20.0,21.0,24.0,24.0,24.0,25.0
Net Profit,,254.0,300.0,330.0,391.0,495.0,566.0,520.0,461.0,480.0,680.0,836.0,952.0
EPS in Rs,,57.42,68.1,23.48,27.78,35.19,40.2,36.95,32.75,34.09,48.38,59.46,67.66
Dividend Payout %,,5.0,4.0,11.0,14.0,16.0,14.0,16.0,19.0,21.0,18.0,17.0,0.0
Sales Growth %,Sales,16.74,6.32,6.9,13.61,18.27,-7.91,-5.32,15.31,16.62,16.32,12.89,26.25
Material Cost %,Expenses,60.0,60.0,58.0,58.0,58.0,54.0,55.0,59.0,61.0,59.0,57.0,58.0
Manufacturing Cost %,Expenses,0.0,15.0,15.0,15.0,14.0,16.0,16.0,16.0,15.0,16.0,17.0,0.0
Employee Cost %,Expenses,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0
Other Cost %,Expenses,19.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,21.0
Exceptional items,Other Income,9.0,-0.0,4.0,-21.0,-11.0,17.0,-2.0,-10.0,11.0,54.0,71.0,-21.0
Other income normal,Other Income,32.0,33.0,25.0,18.0,18.0,31.0,22.0,20.0,24.0,32.0,58.0,124.0
Minority share,Net Profit,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,9.0,-0.0,3.0,-14.0,-8.0,13.0,-2.0,-8.0,8.0,40.0,54.0,-16.0
Profit excl Excep,Net Profit,245.0,301.0,327.0,405.0,503.0,553.0,521.0,469.0,471.0,640.0,782.0,967.0
Profit for PE,Net Profit,243.0,300.0,327.0,405.0,503.0,553.0,521.0,469.0,471.0,640.0,782.0,967.0
Profit for EPS,Net Profit,252.0,299.0,330.0,391.0,495.0,566.0,520.0,461.0,480.0,680.0,836.0,952.0
Profit Growth %,Net Profit,20.0,23.0,9.0,24.0,24.0,10.0,-6.0,-10.0,1.0,36.0,22.0,24.0
